ID;Year;Default;WC/TA;RE/TA;EBIT/TA;ME/TL;S/TA
290;1996;0;-0,01;0,07;0,06;0,64;0,44
290;1998;0;0,09;0,28;0,04;1,14;0,27
290;1999;0;-0,09;0,25;0,06;0,90;0,30
290;2000;0;-0,13;0,26;0,06;1,04;0,29
290;2001;0;-0,06;0,32;0,06;1,47;0,29
290;2002;0;0,02;0,22;0,06;1,34;0,25
290;2003;0;0,10;0,33;0,05;1,70;0,29
290;2004;0;0,00;0,34;0,06;1,62;0,30
291;1995;0;0,13;0,39;0,08;1,15;0,22
291;1996;0;0,10;0,32;0,05;1,18;0,22
291;1997;0;0,10;0,34;0,04;1,28;0,21
291;1998;0;0,10;0,39;0,05;1,37;0,19
291;1999;0;0,05;0,29;0,04;0,86;0,17
291;2000;0;0,06;0,32;0,04;0,77;0,18
291;2001;0;0,07;0,36;0,04;1,09;0,16
291;2002;0;0,07;0,37;0,04;1,10;0,18
291;2003;0;0,07;0,22;0,03;1,58;0,18
291;2004;0;0,07;0,24;0,04;2,18;0,18
292;1999;0;0,04;0,13;0,03;0,59;0,09
292;2000;0;0,02;0,11;0,03;0,52;0,08
292;2001;0;-0,05;0,16;0,04;0,60;0,09
292;2002;0;0,00;0,16;0,03;0,43;0,10
292;2003;0;0,02;0,15;0,04;0,55;0,08
292;2004;0;0,02;0,15;0,05;0,60;0,09
293;1997;0;-0,02;0,04;0,02;0,52;0,13
293;1998;0;0,00;0,02;-0,39;0,38;0,10
294;1995;0;0,21;0,48;0,07;4,03;0,33
294;1996;0;0,11;0,46;0,07;4,15;0,30
294;1997;0;0,15;0,50;0,08;5,83;0,28
294;1998;0;0,13;0,52;0,08;5,25;0,27
294;1999;0;0,17;0,50;0,06;4,81;0,30
294;2000;0;0,19;0,52;0,06;4,31;0,29
294;2001;0;0,21;0,59;0,07;5,50;0,27
294;2002;0;0,26;0,60;0,07;5,03;0,27
294;2003;0;0,32;0,66;0,07;7,82;0,25
294;2004;0;0,26;0,78;0,07;7,40;0,30
295;1998;0;0,04;-0,10;0,03;0,46;0,26
295;2000;0;0,07;-0,18;0,05;0,58;0,31
295;2001;0;-0,06;-0,22;0,03;0,45;0,28
295;2002;0;0,11;-0,27;0,07;0,56;0,31
295;2003;0;0,16;-0,28;0,05;0,53;0,36
295;2004;0;0,16;-0,26;0,08;0,72;0,35
296;1995;0;0,16;0,29;0,04;1,54;0,20
296;1996;0;0,02;0,23;0,05;1,74;0,28
296;1997;0;0,07;0,24;0,06;2,44;0,25
296;1998;0;0,03;0,24;0,03;2,09;0,24
296;1999;0;0,06;0,25;0,08;2,59;0,42
296;2000;0;0,04;0,22;0,10;2,48;0,48
296;2001;0;0,00;0,26;0,04;2,74;0,32
297;1995;0;0,19;0,19;0,05;1,46;0,22
297;1996;0;0,14;0,13;0,04;1,40;0,11
297;1997;0;0,13;0,13;0,03;0,73;0,08
297;1998;0;0,07;0,14;0,02;0,53;0,07
297;1999;0;0,07;0,13;0,05;1,33;0,12
297;2000;0;0,07;0,12;0,05;0,69;0,11
297;2001;0;0,10;0,20;0,03;0,75;0,08
297;2002;0;0,15;0,04;0,03;0,84;0,08
297;2003;0;0,12;0,07;0,06;1,45;0,12
297;2004;0;0,14;0,13;0,06;1,15;0,13
298;1995;0;0,21;0,32;0,06;1,06;0,32
298;1996;0;0,26;0,35;0,06;1,41;0,34
298;1997;0;0,07;0,27;0,06;1,13;0,26
298;1998;0;0,09;0,32;0,05;1,42;0,24
298;1999;0;0,16;0,37;0,06;1,72;0,24
298;2000;0;-0,04;0,35;0,06;0,99;0,27
298;2001;0;0,06;0,34;0,05;1,02;0,26
298;2002;0;0,06;0,30;0,05;1,01;0,26
298;2003;0;0,08;0,39;0,05;1,94;0,24
298;2004;0;0,17;0,48;0,06;2,46;0,24
299;1996;0;0,24;-0,02;0,03;0,38;0,35
299;1997;0;0,21;0,02;0,05;0,33;0,21
299;1998;0;0,45;0,37;0,03;0,50;0,49
299;1999;0;0,48;0,43;0,04;0,73;0,52
299;2000;0;0,32;0,40;0,03;0,32;0,47
299;2001;0;0,43;0,42;-0,01;0,63;0,51
299;2002;0;0,49;0,25;0,01;0,25;0,48
299;2003;0;0,48;0,23;0,04;0,42;0,51
299;2004;0;0,54;0,20;0,02;0,40;0,63
300;1998;0;0,23;-0,90;0,04;0,09;0,38
300;1999;0;0,28;-0,90;0,04;0,09;0,23
300;2000;0;0,18;-0,67;0,07;0,18;0,30
300;2001;0;-2,24;-2,71;-0,02;0,02;0,32
301;1995;0;0,19;-0,07;0,05;0,91;0,23
301;1996;0;0,14;-0,01;0,05;0,84;0,22
301;1997;0;0,16;0,07;0,04;0,65;0,19
301;1998;0;0,14;0,05;0,02;0,33;0,12
301;1999;0;0,14;0,04;0,01;0,16;0,16
301;2000;0;0,16;-0,02;0,03;0,25;0,21
301;2001;0;0,13;-0,10;0,01;0,35;0,20
301;2002;0;0,12;-0,36;0,03;0,18;0,28
301;2003;0;0,16;-0,36;0,05;0,34;0,36
301;2004;0;0,18;-0,18;0,05;0,80;0,23
302;1995;0;0,33;0,32;0,05;2,30;0,20
302;1996;0;0,33;0,27;0,04;2,14;0,18
302;1997;0;0,30;0,28;0,02;2,74;0,19
302;1998;0;0,32;-0,06;0,03;1,14;0,23
302;1999;0;0,61;0,24;0,07;7,72;0,21
303;1995;0;0,29;0,58;0,10;10,06;0,29
303;1996;0;0,40;0,61;0,15;16,35;0,30
303;1997;0;0,37;0,57;0,11;15,20;0,26
303;1998;0;0,28;0,63;0,12;25,07;0,27
303;1999;0;0,28;0,60;0,10;24,64;0,22
303;2000;0;0,28;0,62;0,07;19,07;0,20
303;2001;0;0,29;0,63;0,05;24,68;0,18
303;2002;0;0,32;0,66;0,06;11,90;0,19
303;2003;0;0,36;0,69;0,09;22,54;0,22
303;2004;0;0,36;0,71;0,09;15,49;0,24
304;1995;0;0,38;0,07;0,04;0,50;0,25
304;1996;0;0,41;0,10;0,06;1,04;0,37
304;1997;0;0,40;0,14;0,06;1,18;0,41
304;1998;0;0,42;0,21;0,06;1,61;0,40
304;1999;0;0,42;0,31;0,06;1,37;0,43
304;2000;0;0,44;0,37;0,06;1,49;0,43
304;2001;0;0,43;0,37;0,06;2,22;0,34
304;2002;0;0,44;0,40;0,05;1,95;0,42
304;2003;0;0,47;0,47;0,05;2,70;0,42
304;2004;0;0,49;0,52;0,05;2,13;0,42
305;1999;0;0,25;0,20;0,05;0,44;0,34
305;2000;0;0,26;0,19;0,05;0,61;0,34
305;2001;0;0,26;0,10;0,05;0,42;0,29
305;2002;0;0,27;0,04;0,04;0,24;0,29
305;2003;0;0,22;0,02;0,05;0,40;0,26
305;2004;0;0,29;-0,01;0,04;0,70;0,30
306;1995;0;0,25;-0,65;0,05;0,12;0,41
306;1996;0;0,29;-0,51;0,07;0,14;0,47
306;1997;0;0,19;-0,57;0,05;0,24;0,50
307;2002;0;0,10;0,30;0,04;0,24;0,27
307;2003;1;0,06;0,18;0,01;0,31;0,30
308;1995;0;0,17;-0,04;0,03;0,10;0,17
308;1996;0;0,10;-0,02;0,06;0,26;0,22
308;1997;0;0,15;-0,02;0,05;0,25;0,19
309;1995;0;0,14;0,20;0,07;0,89;0,29
309;1996;0;0,11;0,19;0,07;1,32;0,31
309;1997;0;0,12;0,19;0,07;1,66;0,32
309;1998;0;0,09;0,15;0,06;2,59;0,33
309;1999;0;0,07;0,24;0,06;2,93;0,31
309;2000;0;0,10;0,29;0,07;2,23;0,31
309;2001;0;0,12;0,37;0,07;3,25;0,28
309;2002;0;0,10;0,33;0,05;1,80;0,29
309;2003;0;0,10;0,37;0,07;2,11;0,28
309;2004;0;0,11;0,41;0,08;2,11;0,28
310;2000;0;-0,03;0,48;0,05;1,13;0,18
310;2001;0;0,19;0,52;0,07;1,66;0,21
310;2002;0;0,26;0,55;0,07;2,03;0,22
310;2003;0;0,19;0,62;0,06;2,12;0,22
310;2004;0;0,27;0,67;0,06;2,80;0,23
311;2000;0;0,04;-0,01;0,05;0,39;0,32
311;2001;0;0,10;-0,05;0,03;0,33;0,28
311;2002;0;0,06;-0,19;0,02;0,23;0,33
311;2003;0;0,03;-0,20;0,04;0,45;0,32
311;2004;0;0,02;-0,15;0,06;0,38;0,46
312;1995;0;0,12;0,39;0,05;1,78;0,26
312;1996;0;0,15;0,36;0,06;1,35;0,18
312;1997;0;0,35;0,44;0,06;1,60;0,21
312;1998;0;0,03;0,27;0,05;0,79;0,20
312;1999;0;0,04;0,33;0,05;1,02;0,22
313;1995;0;0,55;0,51;0,07;4,20;0,21
313;1996;0;0,45;0,51;0,09;4,87;0,23
313;1997;0;0,36;0,60;0,09;3,84;0,22
313;1998;0;0,33;0,56;0,06;2,11;0,20
313;1999;0;0,46;0,54;0,05;1,10;0,16
313;2000;0;0,36;0,66;0,08;1,62;0,19
313;2001;0;0,33;0,68;0,06;1,99;0,19
313;2002;0;0,25;0,49;0,08;3,22;0,17
313;2003;0;0,29;0,47;0,08;3,90;0,17
313;2004;0;0,27;0,59;0,09;6,55;0,20
314;1995;0;0,27;0,39;0,05;0,66;0,80
314;1996;0;0,22;0,34;0,05;0,63;0,72
314;1997;0;0,24;0,37;0,05;1,04;0,70
314;1998;0;0,15;0,38;0,05;0,97;0,85
314;1999;0;0,13;0,34;0,05;0,46;0,83
314;2000;0;0,14;0,32;0,04;0,73;0,93
314;2001;0;0,21;0,26;0,04;0,50;0,22
314;2002;0;0,12;0,28;0,06;0,75;0,32
314;2003;0;0,08;0,31;0,04;0,76;0,29
315;1995;0;0,07;0,25;0,05;0,63;0,23
315;1996;0;0,03;0,23;0,04;0,68;0,20
315;1997;0;0,07;0,23;0,03;0,75;0,22
315;1998;0;0,12;0,22;0,04;0,82;0,26
315;1999;0;0,10;0,22;0,06;1,20;0,23
315;2000;0;0,08;0,15;0,03;0,68;0,20
315;2001;0;0,10;0,12;0,04;0,75;0,20
315;2002;0;0,12;0,03;0,04;0,66;0,22
315;2003;0;0,10;0,08;0,04;0,79;0,20
315;2004;0;0,15;0,07;0,04;0,83;0,22
316;1995;0;0,29;0,13;0,05;5,45;0,28
316;1996;0;0,26;0,23;0,07;3,97;0,28
316;1997;0;0,34;0,14;0,04;3,23;0,22
316;1998;0;0,25;0,17;0,03;1,32;0,21
316;1999;0;0,26;0,16;0,04;2,23;0,24
316;2000;0;0,45;0,18;0,07;18,94;0,26
316;2001;0;0,61;0,16;0,02;2,82;0,15
316;2002;0;0,33;0,19;0,04;2,47;0,15
316;2003;0;0,39;0,16;0,05;2,16;0,16
316;2004;0;0,40;0,22;0,04;3,38;0,18
317;1995;0;0,05;0,20;0,05;0,33;0,18
317;1996;0;0,07;0,20;0,04;0,27;0,17
317;1997;0;0,09;0,21;0,04;0,29;0,19
317;1998;0;0,11;0,20;0,04;0,25;0,17
317;1999;0;0,08;0,21;0,06;0,17;0,15
317;2000;0;0,08;0,21;0,04;0,09;0,17
317;2001;0;0,08;0,18;0,05;0,13;0,17
317;2002;0;0,06;0,17;0,04;0,16;0,18
317;2003;0;0,08;0,21;0,04;0,38;0,18
317;2004;0;0,07;0,25;0,03;0,39;0,19
318;1999;0;0,00;0,16;0,05;5,03;0,11
318;2000;0;-0,01;0,20;0,05;2,81;0,09
318;2001;0;0,01;0,23;0,08;3,21;0,11
318;2002;0;0,04;-0,02;0,08;3,85;0,18
318;2003;0;-0,04;0,06;0,08;4,04;0,15
318;2004;0;0,13;0,14;0,08;3,55;0,17
319;1995;0;0,32;-0,19;0,05;0,54;0,30
319;1996;0;0,36;-0,22;0,04;0,44;0,31
319;1997;0;0,14;-0,12;0,03;0,22;0,21
319;1998;0;0,16;-0,10;0,04;0,38;0,32
319;1999;0;0,15;-0,04;0,04;0,24;0,30
319;2000;0;0,14;-0,04;0,04;0,13;0,33
320;1999;0;0,04;0,09;0,03;1,35;0,37
320;2000;1;0,07;0,07;0,04;1,19;0,66
321;2001;0;-0,04;0,09;0,04;0,73;0,07
321;2002;0;0,02;0,12;0,05;0,83;0,07
321;2003;0;0,00;0,14;0,04;0,98;0,10
321;2004;0;-0,01;0,15;0,04;0,99;0,18
322;2000;0;0,02;0,16;0,05;1,62;0,22
322;2001;0;0,04;0,08;0,05;1,20;0,18
322;2002;0;-0,05;0,07;0,04;0,59;0,17
322;2003;0;0,10;0,04;0,04;0,69;0,15
323;1995;0;0,00;0,01;0,04;1,03;0,53
323;1996;0;0,02;0,06;0,07;2,15;0,54
323;1997;0;0,02;0,15;0,07;2,45;0,56
323;1998;0;0,04;0,18;0,06;1,46;0,53
323;1999;0;0,03;0,23;0,05;0,92;0,55
323;2000;0;0,02;0,27;0,07;0,62;0,52
323;2001;0;0,00;0,29;0,06;0,94;0,55
323;2002;0;-0,03;0,28;0,03;0,47;0,52
324;1995;0;0,40;0,28;0,05;1,39;0,54
324;1996;0;0,46;0,29;0,06;0,97;0,56
324;1997;0;0,42;0,30;0,06;0,84;0,55
324;1998;0;0,46;0,31;0,04;0,96;0,47
324;1999;0;0,46;0,31;0,06;0,79;0,52
324;2000;0;0,44;0,32;0,06;0,74;0,52
324;2001;0;0,43;0,44;0,05;1,71;0,58
324;2002;0;0,41;0,48;0,04;1,51;0,58
324;2003;0;0,43;0,49;0,05;1,40;0,51
324;2004;0;0,52;0,43;0,06;1,45;0,54
325;2002;0;0,33;0,31;0,04;0,74;0,35
325;2003;0;0,44;0,29;0,05;0,59;0,29
325;2004;0;0,37;0,27;0,07;0,86;0,43
326;1995;0;0,37;0,28;0,06;0,31;0,53
326;1996;0;0,40;0,23;0,02;0,28;0,57
326;1997;0;0,36;0,27;0,08;0,49;0,65
326;1998;0;0,35;0,28;0,07;0,26;0,62
326;1999;0;0,33;0,29;0,09;0,23;0,65
327;1996;0;0,10;0,06;0,03;0,74;0,10
327;1997;0;0,05;0,06;0,05;1,46;0,09
327;1998;0;0,06;0,05;0,05;1,51;0,10
328;1998;0;0,30;0,05;0,04;0,27;0,79
328;1999;0;0,23;0,06;0,05;0,23;0,83
328;2000;0;0,25;0,11;0,04;0,29;0,77
328;2001;0;0,31;0,15;0,05;0,76;0,67
328;2002;0;0,12;0,15;0,05;0,65;0,67
328;2003;0;0,16;0,15;0,02;0,55;0,67
328;2004;0;0,17;0,18;0,04;0,57;0,71
329;1995;0;0,14;0,06;0,03;0,43;0,26
329;1996;0;0,09;0,08;0,06;0,70;0,29
329;1997;0;0,06;-0,31;0,06;1,15;0,26
329;1998;0;0,08;-0,25;0,06;1,35;0,25
329;1999;0;0,11;-0,24;0,07;1,00;0,26
330;1995;0;0,05;-0,58;0,10;0,35;0,38
330;1996;0;0,03;-0,54;0,06;0,61;0,32
330;1997;0;0,07;-0,54;0,05;0,53;0,32
331;1995;0;0,23;0,63;0,06;6,30;0,30
331;1996;0;0,25;0,57;0,08;7,26;0,30
331;1997;0;0,28;0,59;0,06;9,77;0,29
331;1998;0;0,14;0,55;0,06;8,97;0,27
331;1999;0;0,22;0,56;0,08;10,03;0,28
331;2000;0;0,30;0,61;0,06;11,71;0,26
331;2001;0;0,31;0,62;0,06;12,75;0,24
331;2002;0;0,22;0,64;0,08;8,95;0,26
331;2003;0;0,21;0,65;0,07;7,19;0,26
331;2004;0;0,29;0,67;0,09;8,78;0,26
332;1995;0;0,07;0,24;0,08;0,91;0,56
332;1996;0;0,09;0,23;0,06;0,90;0,53
332;1997;0;-0,03;0,22;0,08;0,99;0,50
332;1998;0;-0,08;0,21;0,06;0,69;0,46
332;1999;0;-0,02;0,22;0,06;0,91;0,53
332;2000;0;0,02;0,24;0,06;0,70;0,45
332;2001;0;0,02;0,25;0,05;0,84;0,50
332;2002;0;0,04;0,28;0,05;0,93;0,50
332;2003;0;0,02;0,28;0,06;0,99;0,49
332;2004;0;0,02;0,32;0,07;1,12;0,47
333;1995;0;0,42;0,22;0,12;3,51;0,51
333;1996;0;0,05;0,31;0,16;2,94;0,78
333;1997;0;0,04;0,33;0,10;3,39;0,51
333;1998;0;-0,10;0,16;0,10;3,04;0,52
333;1999;0;-0,13;0,09;0,09;2,22;0,49
334;1999;0;0,36;-1,61;0,11;0,14;0,35
334;2000;0;0,29;-1,82;0,10;0,10;0,41
334;2001;0;0,22;-1,80;0,10;0,14;0,40
334;2002;0;0,21;-1,72;0,11;0,16;0,43
334;2003;0;0,25;-1,56;0,11;0,33;0,46
334;2004;0;0,31;-1,54;0,13;0,50;0,49
335;1995;0;0,39;0,25;0,05;0,30;0,71
335;1996;0;0,34;0,25;0,04;0,62;0,70
335;1997;0;0,33;0,28;0,05;0,69;0,75
336;1995;0;0,01;0,11;0,07;1,02;0,30
336;1996;0;0,01;0,11;0,05;1,10;0,32
336;1997;0;-0,07;0,11;0,04;1,05;0,37
336;1998;0;-0,04;0,05;0,04;0,24;0,16
336;1999;0;-0,05;0,01;0,04;0,32;0,07
336;2000;0;-0,07;0,03;0,05;0,93;0,13
336;2001;0;-0,04;0,05;0,04;0,88;0,06
336;2002;0;-0,01;0,07;0,03;0,68;0,05
336;2003;0;0,02;0,10;0,05;1,01;0,05
336;2004;0;-0,01;0,11;0,04;1,27;0,06
337;1995;0;0,43;0,26;0,06;0,76;0,51
337;1996;0;0,49;0,28;0,05;0,88;0,49
337;1997;0;0,49;0,35;0,05;1,12;0,49
337;1998;0;0,52;0,38;0,03;1,37;0,48
338;1995;0;-0,01;0,31;0,04;1,36;0,12
338;1996;0;0,05;0,38;0,07;1,22;0,14
338;1997;0;0,00;0,31;0,07;2,01;0,15
338;1998;0;0,10;0,38;0,07;3,21;0,15
338;1999;0;0,13;0,45;0,03;4,60;0,08
338;2000;0;0,01;0,36;0,02;0,49;0,11
338;2001;0;0,03;0,36;0,04;0,67;0,10
338;2002;0;0,04;0,41;0,04;0,61;0,09
338;2003;0;0,08;0,42;0,03;0,78;0,10
338;2004;0;0,02;0,37;0,04;0,82;0,10
339;1995;0;0,01;0,13;0,02;0,59;0,11
339;1996;0;-0,10;0,10;0,04;0,42;0,11
339;1997;0;0,00;0,16;0,01;0,61;0,12
339;1998;0;0,00;0,13;0,02;0,41;0,10
339;1999;0;-0,07;0,13;0,02;0,22;0,09
339;2000;0;0,00;0,11;0,04;0,32;0,10
339;2001;0;-0,03;0,11;0,04;0,25;0,07
339;2002;0;0,00;0,01;0,05;0,16;0,08
339;2003;0;0,04;0,01;0,03;0,34;0,09
339;2004;0;0,03;0,05;0,03;0,56;0,10
340;1998;0;-0,01;0,18;0,06;1,38;0,32
340;1999;0;-0,01;0,14;0,03;0,35;0,33
340;2000;0;0,01;0,01;0,02;0,20;0,33
340;2001;0;-0,02;-0,10;0,05;0,79;0,35
340;2002;0;-0,04;-0,28;0,03;0,35;0,38
340;2003;0;-0,03;-0,46;0,03;0,73;0,49
340;2004;0;-0,07;-0,47;0,05;1,54;0,58
341;1995;0;0,31;0,41;0,06;3,04;0,40
341;1996;0;0,10;0,12;0,03;0,98;0,53
341;1997;0;0,17;0,15;0,05;1,34;0,60
341;2002;0;0,14;0,08;0,04;0,52;0,61
341;2003;1;0,21;0,12;0,03;1,17;0,48
342;1995;0;0,06;0,88;0,09;5,95;0,42
342;1996;0;-0,11;0,82;0,08;3,69;0,34
342;1997;0;-0,01;0,22;0,09;5,29;0,36
342;1998;0;0,00;0,24;0,04;3,36;0,35
342;1999;0;0,03;0,24;0,07;3,16;0,36
342;2000;0;-0,14;0,25;0,07;2,69;0,35
342;2001;0;0,00;0,12;0,05;1,32;0,20
342;2002;0;-0,09;0,12;0,06;1,52;0,23
342;2003;0;-0,07;0,17;0,08;1,80;0,24
342;2004;0;-0,04;0,23;0,07;2,19;0,25
343;1995;0;0,33;0,37;0,07;0,75;0,55
343;1996;0;0,31;0,36;0,07;0,97;0,53
343;1997;0;0,45;0,34;0,07;1,12;0,53
343;1998;0;0,47;0,34;0,08;0,98;0,63
343;1999;0;0,55;0,34;0,05;0,78;0,45
343;2000;0;0,46;0,36;0,03;0,65;0,46
343;2001;0;0,54;0,43;0,02;0,96;0,49
343;2002;0;0,51;0,38;0,04;0,92;0,43
343;2003;0;0,48;0,42;0,05;1,69;0,42
343;2004;0;0,49;0,39;0,04;0,97;0,41
344;1999;0;0,21;0,25;0,05;0,73;0,24
344;2000;0;0,24;0,26;0,06;0,57;0,27
344;2001;0;0,24;0,28;0,05;1,13;0,27
344;2002;0;0,28;0,21;0,06;1,60;0,29
344;2003;0;0,27;0,18;0,05;1,17;0,28
344;2004;0;0,19;0,21;0,06;1,63;0,32
345;1995;0;0,09;0,42;0,04;1,81;0,16
345;1996;0;0,14;0,47;0,06;2,02;0,19
345;1997;0;0,08;0,49;0,05;1,84;0,13
345;1998;0;0,10;0,45;-0,10;0,93;0,18
345;1999;0;0,09;0,14;0,06;1,25;0,17
345;2000;0;0,02;0,21;0,08;1,29;0,19
345;2001;0;0,05;0,17;0,02;0,74;0,11
345;2002;0;0,00;0,11;0,01;0,63;0,13
345;2003;0;-0,03;0,12;0,06;0,66;0,13
345;2004;0;-0,01;0,10;0,05;0,97;0,13
346;1995;0;-0,01;-0,28;0,04;0,29;0,41
346;1996;0;-0,04;-0,06;0,03;0,32;0,28
346;1997;0;0,18;0,01;0,04;0,37;0,23
346;1998;0;0,03;0,01;0,03;0,27;0,23
346;1999;0;0,00;-0,02;0,03;0,18;0,21
346;2000;0;-0,06;-0,07;0,00;0,08;0,19
346;2001;0;-0,05;-0,13;0,02;0,06;0,19
347;1995;0;0,03;0,30;0,06;3,02;0,32
347;1996;0;0,01;0,36;0,08;3,68;0,31
347;1997;0;0,02;0,38;0,07;3,87;0,30
347;1998;0;0,00;0,42;0,06;3,90;0,29
347;1999;0;0,00;0,46;0,07;4,64;0,30
347;2000;0;-0,01;0,49;0,09;4,39;0,28
347;2001;0;0,00;0,51;0,07;3,38;0,26
347;2002;0;0,05;0,53;0,08;2,50;0,25
347;2004;0;0,04;0,66;0,07;3,12;0,26
348;1995;0;0,04;0,30;0,05;1,63;0,27
348;1996;0;0,05;0,31;0,09;2,05;0,26
348;1997;0;0,05;0,19;0,06;1,54;0,22
348;1998;0;0,00;0,20;0,05;1,57;0,20
348;1999;0;0,06;0,23;0,08;2,10;0,23
348;2000;0;0,05;0,17;0,09;1,62;0,25
348;2001;0;0,04;0,19;0,07;2,10;0,19
348;2002;0;0,05;0,14;0,07;1,96;0,21
348;2003;0;0,05;0,12;0,07;2,39;0,22
348;2004;0;0,06;0,11;0,07;1,89;0,22
349;1995;0;0,22;-0,10;0,06;0,97;0,46
349;1996;0;0,21;-0,04;0,06;0,93;0,46
349;1997;0;0,20;0,10;0,07;1,79;0,43
349;1998;0;0,23;0,16;0,06;1,41;0,41
349;1999;0;0,17;0,13;0,05;0,83;0,36
350;1995;0;-0,06;-0,36;0,08;0,73;1,20
350;1996;0;-0,03;-0,24;0,08;0,86;1,09
350;1997;0;-0,02;-0,17;0,07;1,35;1,06
350;1998;0;-0,04;-0,09;0,09;2,22;1,13
350;1999;0;0,03;0,05;0,07;0,98;0,66
350;2000;0;0,02;0,09;0,07;1,36;0,73
350;2001;0;0,04;0,14;0,07;1,09;0,67
350;2002;0;0,03;0,18;0,08;0,73;0,65
350;2003;0;0,03;0,22;0,06;0,88;0,68
350;2004;0;0,02;0,19;0,06;0,77;0,70
351;1999;0;0,47;0,33;0,05;5,54;0,45
351;2000;0;0,66;0,33;0,09;2,05;0,34
351;2001;0;0,38;0,22;-0,01;1,25;0,19
351;2002;0;0,34;-0,20;0,03;0,36;0,26
351;2003;0;0,32;-0,43;0,05;1,27;0,31
351;2004;0;0,44;-0,27;0,05;0,72;0,33
352;1995;0;0,43;0,23;0,08;6,71;0,22
352;1996;0;0,39;0,27;0,06;5,44;0,18
352;1997;0;0,24;0,32;0,05;4,93;0,19
352;1998;0;0,11;0,22;0,03;1,79;0,20
352;1999;0;0,28;0,21;0,06;7,45;0,21
352;2000;0;0,38;0,20;0,04;3,15;0,21
352;2001;0;0,29;-0,04;0,01;2,72;0,13
352;2002;0;0,33;-0,13;0,02;1,20;0,15
352;2003;0;0,33;-0,23;0,03;2,43;0,16
353;1995;1;0,21;0,09;0,03;0,39;0,21
353;1996;0;0,21;0,13;0,06;0,37;0,22
353;1997;0;0,19;0,14;0,04;0,30;0,25
353;1998;0;0,18;0,13;0,04;0,19;0,22
353;1999;1;0,13;0,09;0,02;0,12;0,23
354;1995;0;-0,03;0,17;0,06;2,28;0,12
354;1996;0;-0,06;0,18;0,06;1,80;0,11
354;1997;0;-0,04;0,21;0,05;1,43;0,11
355;1995;0;0,28;0,18;0,06;1,79;0,24
355;1996;0;0,26;0,24;0,09;2,04;0,27
355;1997;0;0,30;0,29;0,07;3,32;0,28
355;1998;0;0,19;0,25;0,07;1,84;0,24
355;1999;0;0,22;0,31;0,07;1,23;0,23
355;2000;0;0,12;0,30;0,05;0,82;0,20
355;2001;0;0,10;0,32;0,05;1,23;0,23
355;2002;0;0,16;0,35;0,04;1,11;0,24
355;2003;0;0,26;0,41;0,05;1,36;0,23
355;2004;0;0,19;0,45;0,06;1,60;0,23
356;1995;0;0,08;0,00;0,05;0,99;0,17
356;1996;0;0,08;0,04;0,05;1,09;0,12
356;1997;0;0,11;0,12;0,03;1,48;0,15
356;2003;0;0,10;0,03;0,03;0,45;0,30
357;1995;0;0,52;0,28;0,08;6,09;0,41
358;1995;0;0,32;0,53;0,08;4,22;0,44
358;1996;0;0,29;0,44;0,07;4,17;0,41
358;1997;0;0,30;0,45;0,08;4,37;0,39
358;1998;0;0,32;0,45;0,05;3,96;0,36
358;1999;0;0,31;0,45;0,07;3,18;0,34
358;2000;0;0,29;0,45;0,05;2,37;0,32
358;2001;0;0,31;0,47;0,04;2,95;0,31
358;2002;0;0,29;0,49;0,05;2,90;0,31
358;2003;0;0,33;0,50;0,04;2,37;0,31
358;2004;0;0,29;0,52;0,04;2,92;0,35
359;2003;0;0,20;0,37;0,03;1,44;0,12
359;2004;0;0,33;0,35;0,04;1,99;0,15
360;1995;0;0,24;0,25;0,05;1,03;0,39
360;1996;0;0,22;0,24;0,08;1,23;0,42
360;1997;0;0,23;0,27;0,06;1,61;0,43
360;1998;0;0,21;0,28;0,04;0,96;0,38
361;1995;0;-0,03;0,48;0,06;3,48;0,14
361;1996;0;0,00;0,51;0,06;4,96;0,18
361;1997;0;0,12;0,36;0,08;9,78;0,21
361;1998;0;0,09;0,35;0,09;12,00;0,24
361;1999;0;0,28;0,38;0,10;9,31;0,23
361;2000;0;0,24;0,42;0,08;12,19;0,24
361;2001;0;0,15;0,43;0,07;9,50;0,21
361;2002;0;0,17;0,44;0,08;6,65;0,18
361;2003;0;0,18;0,46;0,07;6,66;0,19
361;2004;0;0,24;0,42;0,06;4,64;0,18
362;1997;0;0,13;0,19;0,07;1,21;0,34
362;1998;0;0,14;0,23;0,09;1,25;0,33
362;1999;0;0,12;0,27;0,07;0,92;0,35
363;1995;0;0,43;0,64;0,10;3,50;0,57
363;1996;0;0,18;0,90;0,14;2,54;0,75
363;1997;0;0,25;0,88;0,15;3,82;0,78
363;1998;0;0,27;1,25;0,14;3,96;0,74
363;1999;0;0,29;1,51;0,17;3,42;0,83
363;2000;0;0,28;0,55;0,15;4,99;0,89
363;2001;0;0,32;0,56;0,16;4,05;0,69
363;2002;0;0,33;0,42;0,10;2,79;0,44
363;2003;0;0,42;0,46;0,10;3,63;0,45
363;2004;0;0,22;0,59;0,12;2,60;0,57
364;1998;0;-0,01;0,41;0,08;4,82;0,17
365;1995;0;0,08;0,20;0,05;1,03;0,40
365;1996;0;0,05;0,19;0,05;0,83;0,34
365;1997;0;0,07;0,22;0,06;1,00;0,33
365;1998;0;0,07;0,22;0,05;0,94;0,34
365;1999;0;0,10;0,24;0,05;1,11;0,32
365;2000;0;0,12;0,25;0,05;0,70;0,33
